,id,wgs84_polygon
0,1,0103000020e6100000010000000e00000049a297512c371140211ff46c56014a4036936fb6b9511140499d8026c2024a40fbe8d495cf7211407311df8959034a40f224e99ac9771140425bcea5b8024a4072e140481690114079cc4065fc034a4026016a6ad9ba1140001de6cb0b044a4087a2409fc8b31140faedebc039074a4073637ac212af1140338ae596560b4a40addd76a1b98e114091d5ad9e930e4a4034bf9a0304331140d3872ea86f114a40a72215c616a210408cd651d504054a401895d40968a21040541d7233dc044a403468e89fe0a21040a9f6e978cc044a4049a297512c371140211ff46c56014a40
1,2,0103000020e61000000100000017000000c976be9f1aef114085b1852007014a400da661f888181240c2fa3f87f9024a40d769a4a5f23612406ec0e78711024a40d4b7cce9b25812408a592f8672024a407fd93d7958681240bce82b4833fe49408dd13aaa9a8012402237c30df8fc4940f20c1afa2798124097ff907efbf649407e8cb96b09991240c93cf20703f34940527e52edd3911240c780ecf5eeef49409f93de37beb6124039454772f9ef4940c9c859d8d3ae1240a1a17f828bed4940aa8251499d4012408fe4f21fd2eb4940bb44f5d6c0f61140a4c2d84290eb494071c971a774901140ff04172b6aec4940eb39e97de36b11401344dd0720ed494087fe092e56541140772d211ff4f04940d6390664af371140ac8bdb6800f349408a7615527e5211400742b28009f84940166a4df38e531140a987687407f94940f67af7c77b7511405114e81379fa4940e90e62670a9d1140e40f069e7bfb494043041c4295ba1140b8019f1f46fc4940c976be9f1aef114085b1852007014a40
